/* Format: 
 frame_1_idx frame_2_idx 
 num_of_matches 
 frame_1_idx feature_idx frame_2_idx feature_idx */
1 2
222
1 0 2 47
1 2 2 127
1 3 2 137
1 4 2 121
1 6 2 60
1 8 2 348
1 10 2 186
1 11 2 114
1 14 2 289
1 16 2 208
1 17 2 104
1 18 2 128
1 19 2 56
1 20 2 0
1 21 2 34
1 22 2 81
1 23 2 109
1 24 2 120
1 25 2 11
1 27 2 8
1 28 2 174
1 31 2 5
1 32 2 27
1 35 2 33
1 36 2 92
1 37 2 139
1 39 2 188
1 40 2 32
1 42 2 173
1 44 2 284
1 47 2 177
1 49 2 165
1 50 2 386
1 51 2 15
1 52 2 519
1 54 2 101
1 55 2 16
1 56 2 19
1 57 2 79
1 58 2 259
1 59 2 401
1 61 2 54
1 62 2 197
1 63 2 55
1 64 2 93
1 65 2 36
1 67 2 105
1 69 2 106
1 71 2 206
1 72 2 66
1 74 2 179
1 75 2 75
1 77 2 64
1 81 2 245
1 86 2 229
1 87 2 276
1 89 2 247
1 90 2 140
1 91 2 10
1 93 2 116
1 99 2 18
1 101 2 187
1 103 2 254
1 107 2 61
1 108 2 17
1 109 2 110
1 110 2 201
1 111 2 90
1 113 2 58
1 116 2 1
1 118 2 180
1 119 2 193
1 120 2 150
1 121 2 44
1 122 2 151
1 124 2 88
1 125 2 274
1 126 2 264
1 127 2 248
1 128 2 225
1 131 2 73
1 132 2 39
1 135 2 132
1 137 2 243
1 138 2 21
1 141 2 266
1 144 2 69
1 145 2 162
1 147 2 83
1 152 2 25
1 155 2 146
1 159 2 20
1 160 2 153
1 161 2 273
1 162 2 136
1 164 2 6
1 165 2 293
1 166 2 147
1 170 2 48
1 172 2 95
1 173 2 144
1 174 2 96
1 175 2 326
1 176 2 57
1 182 2 14
1 183 2 148
1 185 2 29
1 189 2 246
1 190 2 160
1 192 2 365
1 193 2 42
1 195 2 169
1 196 2 223
1 197 2 209
1 198 2 143
1 200 2 227
1 201 2 170
1 202 2 4
1 203 2 316
1 204 2 115
1 205 2 134
1 207 2 221
1 208 2 214
1 211 2 255
1 216 2 154
1 217 2 297
1 219 2 30
1 220 2 432
1 222 2 202
1 225 2 383
1 226 2 38
1 228 2 171
1 231 2 82
1 232 2 321
1 233 2 301
1 234 2 302
1 235 2 226
1 236 2 129
1 238 2 133
1 247 2 163
1 254 2 122
1 255 2 94
1 257 2 279
1 262 2 358
1 263 2 7
1 267 2 98
1 268 2 172
1 269 2 200
1 273 2 80
1 274 2 307
1 275 2 465
1 278 2 91
1 279 2 244
1 282 2 529
1 287 2 45
1 293 2 196
1 296 2 2
1 298 2 356
1 300 2 433
1 309 2 559
1 311 2 260
1 312 2 361
1 315 2 218
1 316 2 314
1 321 2 453
1 323 2 413
1 326 2 338
1 328 2 329
1 330 2 481
1 338 2 357
1 339 2 540
1 342 2 402
1 345 2 312
1 346 2 267
1 349 2 204
1 355 2 443
1 358 2 207
1 362 2 373
1 367 2 384
1 368 2 370
1 375 2 379
1 376 2 324
1 378 2 435
1 379 2 352
1 381 2 286
1 383 2 306
1 390 2 131
1 391 2 375
1 392 2 478
1 397 2 251
1 398 2 459
1 401 2 570
1 403 2 488
1 405 2 447
1 406 2 183
1 407 2 125
1 410 2 409
1 411 2 425
1 412 2 420
1 414 2 434
1 417 2 376
1 418 2 450
1 420 2 428
1 421 2 191
1 424 2 520
1 432 2 385
1 439 2 103
1 440 2 526
1 441 2 486
1 443 2 303
1 450 2 345
1 468 2 230
1 469 2 87
1 471 2 296
1 477 2 474
1 480 2 350
1 485 2 378
1 491 2 460
1 492 2 468
1 498 2 528
1 505 2 483
1 516 2 539
