/* Format: 
 frame_1_idx frame_2_idx 
 num_of_matches 
 frame_1_idx feature_idx frame_2_idx feature_idx */
4 26
80
4 1 26 83
4 2 26 19
4 5 26 145
4 12 26 74
4 16 26 131
4 18 26 24
4 22 26 281
4 23 26 96
4 24 26 435
4 27 26 73
4 31 26 261
4 32 26 67
4 36 26 12
4 39 26 21
4 43 26 85
4 44 26 48
4 55 26 115
4 56 26 337
4 62 26 25
4 65 26 417
4 67 26 16
4 70 26 111
4 77 26 67
4 78 26 132
4 92 26 16
4 94 26 80
4 97 26 162
4 103 26 43
4 105 26 185
4 108 26 77
4 111 26 75
4 116 26 137
4 132 26 304
4 140 26 291
4 142 26 124
4 144 26 52
4 146 26 150
4 165 26 126
4 176 26 101
4 180 26 70
4 182 26 211
4 184 26 51
4 202 26 216
4 209 26 14
4 210 26 293
4 220 26 352
4 223 26 206
4 233 26 345
4 235 26 112
4 236 26 114
4 237 26 336
4 240 26 389
4 241 26 265
4 242 26 65
4 252 26 374
4 258 26 196
4 278 26 252
4 303 26 264
4 306 26 301
4 315 26 212
4 321 26 186
4 324 26 138
4 325 26 103
4 332 26 69
4 341 26 142
4 352 26 356
4 369 26 263
4 371 26 94
4 376 26 205
4 385 26 400
4 386 26 407
4 388 26 214
4 395 26 53
4 400 26 289
4 402 26 416
4 424 26 381
4 426 26 316
4 431 26 231
4 444 26 159
4 471 26 193
