/* Format: 
 frame_1_idx frame_2_idx 
 num_of_matches 
 frame_1_idx feature_idx frame_2_idx feature_idx */
3 4
111
3 2 4 47
3 4 4 390
3 6 4 95
3 11 4 138
3 13 4 18
3 17 4 196
3 19 4 19
3 21 4 339
3 23 4 83
3 25 4 53
3 26 4 125
3 27 4 67
3 28 4 73
3 31 4 357
3 32 4 124
3 33 4 44
3 36 4 16
3 44 4 9
3 46 4 29
3 54 4 65
3 60 4 335
3 79 4 306
3 80 4 375
3 90 4 105
3 97 4 43
3 98 4 163
3 99 4 177
3 103 4 227
3 104 4 120
3 107 4 179
3 108 4 115
3 114 4 81
3 115 4 74
3 119 4 237
3 126 4 59
3 137 4 267
3 146 4 148
3 149 4 358
3 153 4 425
3 154 4 310
3 160 4 1
3 161 4 181
3 162 4 258
3 163 4 311
3 171 4 17
3 173 4 63
3 175 4 474
3 177 4 228
3 180 4 267
3 182 4 96
3 183 4 270
3 185 4 94
3 191 4 25
3 193 4 48
3 194 4 222
3 195 4 213
3 196 4 291
3 202 4 69
3 205 4 100
3 206 4 137
3 211 4 41
3 212 4 119
3 221 4 348
3 231 4 55
3 235 4 131
3 238 4 190
3 241 4 176
3 245 4 328
3 247 4 303
3 255 4 141
3 257 4 295
3 259 4 207
3 261 4 209
3 262 4 337
3 266 4 133
3 267 4 312
3 268 4 24
3 271 4 127
3 272 4 286
3 274 4 274
3 278 4 421
3 279 4 244
3 281 4 249
3 284 4 61
3 289 4 287
3 300 4 189
3 306 4 186
3 307 4 126
3 314 4 108
3 315 4 364
3 316 4 194
3 325 4 225
3 326 4 220
3 330 4 232
3 352 4 239
3 369 4 284
3 371 4 410
3 380 4 259
3 392 4 355
3 404 4 302
3 406 4 149
3 421 4 350
3 425 4 377
3 426 4 226
3 427 4 382
3 428 4 59
3 438 4 147
3 445 4 371
3 463 4 137
3 473 4 239
3 487 4 140
