/* Format: 
 frame_1_idx frame_2_idx 
 num_of_matches
 frame_1_idx feature_idx frame_2_idx feature_idx */
1 5
73
1 247 5 228
1 181 5 181
1 191 5 338
1 15 5 20
1 89 5 153
1 17 5 276
1 172 5 275
1 0 5 49
1 217 5 301
1 147 5 66
1 93 5 87
1 211 5 236
1 88 5 2
1 57 5 123
1 2 5 239
1 311 5 411
1 23 5 59
1 58 5 45
1 176 5 13
1 69 5 125
1 285 5 485
1 219 5 150
1 25 5 61
1 190 5 96
1 98 5 169
1 62 5 206
1 432 5 393
1 257 5 16
1 229 5 103
1 85 5 131
1 178 5 240
1 193 5 197
1 126 5 95
1 36 5 22
1 144 5 25
1 68 5 32
1 124 5 69
1 197 5 190
1 159 5 70
1 185 5 48
1 73 5 78
1 232 5 505
1 324 5 476
1 230 5 230
1 31 5 4
1 440 5 561
1 3 5 106
1 99 5 129
1 18 5 163
1 59 5 499
1 5 5 174
1 277 5 414
1 38 5 3
1 54 5 28
1 174 5 41
1 414 5 466
1 189 5 368
1 208 5 145
1 238 5 92
1 35 5 217
1 122 5 151
1 218 5 214
1 202 5 268
1 170 5 79
1 49 5 245
1 196 5 492
1 160 5 74
1 134 5 269
1 205 5 371
1 81 5 218
1 183 5 187
1 90 5 83
1 125 5 336
